book_id,wikipedia_url
4536,https://en.wikipedia.org/wiki/Sylvia%27s_Lovers
4537,https://en.wikipedia.org/wiki/Sylvia%27s_Lovers
4554,https://en.wikipedia.org/wiki/Lovers%27_Vows
4559,https://en.wikipedia.org/wiki/Poil_de_Carotte
4603,https://en.wikipedia.org/wiki/In_the_Wilderness_(Hichens_novel)
4645,https://en.wikipedia.org/wiki/The_Landlord_at_Lion%27s_Head
4649,https://en.wikipedia.org/wiki/Microm%C3%A9gas
4649,https://fr.wikipedia.org/wiki/Microm%C3%A9gas
4651,https://en.wikipedia.org/wiki/L%27Ing%C3%A9nu
4674,https://en.wikipedia.org/wiki/Tennessee%27s_Partner_(short_story)
4709,https://en.wikipedia.org/wiki/Brewster%27s_Millions
4718,https://fr.wikipedia.org/wiki/Histoire_des_voyages_de_Scarmentado_%C3%A9crite_par_lui-m%C3%AAme
4747,https://en.wikipedia.org/wiki/The_River%27s_End_(novel)
4748,"https://en.wikipedia.org/wiki/Baree,_Son_of_Kazan"
4791,https://en.wikipedia.org/wiki/Journey_to_the_Centre_of_the_Earth
4917,https://en.wikipedia.org/wiki/The_Kellys_and_the_O%27Kellys
4925,https://en.wikipedia.org/wiki/Bulfinch%27s_Mythology
4928,https://en.wikipedia.org/wiki/Bulfinch%27s_Mythology
4968,https://en.wikipedia.org/wiki/The_Begum%27s_Fortune
4968,https://fr.wikipedia.org/wiki/Les_Cinq_Cents_Millions_de_la_B%C3%A9gum
5069,https://en.wikipedia.org/wiki/The_Doctor%27s_Dilemma_(play)
5070,https://en.wikipedia.org/wiki/The_Doctor%27s_Dilemma_(play)
5072,https://en.wikipedia.org/wiki/Danton%27s_Death
5082,https://fr.wikipedia.org/wiki/Le_Ch%C3%A2teau_des_Carpathes
5085,https://en.wikipedia.org/wiki/Characters_of_Shakespear%27s_Plays
5126,https://fr.wikipedia.org/wiki/Robur-le-Conqu%C3%A9rant
5131,https://en.wikipedia.org/wiki/Childe_Harold%27s_Pilgrimage
5147,https://fr.wikipedia.org/wiki/Le_Jardin_d%27%C3%89picure
5154,https://en.wikipedia.org/wiki/La_B%C3%AAte_humaine
5154,https://fr.wikipedia.org/wiki/La_B%C3%AAte_humaine
5155,https://en.wikipedia.org/wiki/Caesar%27s_Column
5168,https://en.wikipedia.org/wiki/The_Land_of_Heart%27s_Desire
5178,https://fr.wikipedia.org/wiki/Le_Mariage_forc%C3%A9
5180,https://en.wikipedia.org/wiki/United_States_v._American_Library_Ass%27n
5229,https://en.wikipedia.org/wiki/Felix_O%27Day_(novel)
5247,https://en.wikipedia.org/wiki/The_Old_Wives%27_Tale
5256,"https://en.wikipedia.org/wiki/The_Life_and_Death_of_Jonathan_Wild,_the_Great"
5260,"https://en.wikipedia.org/wiki/A_Duet,_with_an_Occasional_Chorus"
5314,https://en.wikipedia.org/wiki/Grimms%27_Fairy_Tales
5318,https://en.wikipedia.org/wiki/Les_Pr%C3%A9cieuses_ridicules
5318,https://fr.wikipedia.org/wiki/Les_Pr%C3%A9cieuses_ridicules
5325,https://de.wikipedia.org/wiki/R%C3%B6mische_Elegien
5427,"https://en.wikipedia.org/wiki/Emile,_or_On_Education"
5670,https://en.wikipedia.org/wiki/Jacob%27s_Room
5698,https://en.wikipedia.org/wiki/Fanny%27s_First_Play
5765,https://en.wikipedia.org/wiki/Insectivorous_Plants
5872,https://en.wikipedia.org/wiki/Cashel_Byron%27s_Profession
5984,"https://en.wikipedia.org/wiki/Constitution_Act,_1867"
6032,https://en.wikipedia.org/wiki/De_la_Conqu%C3%AAte_de_Constantinople
6079,https://de.wikipedia.org/wiki/Deutschland._Ein_Winterm%C3%A4rchen
6079,https://en.wikipedia.org/wiki/Germany._A_Winter%27s_Tale
6124,"https://en.wikipedia.org/wiki/Pamela%3B_or,_Virtue_Rewarded"
6133,"https://en.wikipedia.org/wiki/Ars%C3%A8ne_Lupin,_Gentleman_Burglar"
6237,"https://en.wikipedia.org/wiki/The_Lane_that_Had_No_Turning,_and_Other_Tales_Concerning_the_People_of_Pontiac"
